ID;sexe;age;revenus_K€;enfants;enfant_conduite_accompagnee;type_vehicule;age_vehicule;est_rouge;usage_vehicule;type_conduite;points_perdus;date_demande;formule;tarif_devis_€
702;F;[35-45];[50-75];non;non;Minivan;9;oui;Commercial;z_Highly Rural/ Rural;0;février;dev_integral;[300-450]
703;M;> 75;[25-50];non;non;Panel Truck;5;non;Commercial;Highly Urban/ Urban;5;janvier;dev_vip;> 600
704;F;[55-65];< 25;non;non;Minivan;7;non;Private;Highly Urban/ Urban;3;mai;dev_premium;[450-600]
705;M;[65-75];[25-50];oui;non;z_SUV;5;non;Private;Highly Urban/ Urban;0;février;dev_express;< 300
706;F;< 15;< 25;non;non;Pickup;3;oui;Commercial;Highly Urban/ Urban;6;janvier;dev_express;< 300
707;F;[65-75];[50-75];non;non;Minivan;1;non;Commercial;z_Highly Rural/ Rural;1;mars;dev_express;< 300
708;F;[15-25];[50-75];oui;oui;Van;;oui;Private;Highly Urban/ Urban;1;mai;dev_express;< 300
709;F;< 15;< 25;non;non;Minivan;1;oui;Private;Highly Urban/ Urban;0;mai;dev_express;< 300
710;F;[45-55];[25-50];non;non;Van;21;oui;Commercial;Highly Urban/ Urban;3;mai;dev_integral;[300-450]
711;M;[65-75];[25-50];non;non;z_SUV;1;non;Commercial;Highly Urban/ Urban;0;avril;dev_premium;[300-450]
712;F;[15-25];[50-75];non;non;Sports Car;10;non;Private;Highly Urban/ Urban;0;mars;dev_express;< 300
713;M;[65-75];< 25;non;non;Panel Truck;;oui;Commercial;Highly Urban/ Urban;1;février;dev_integral;< 300
714;F;> 75;< 25;oui;oui;z_SUV;7;non;Commercial;Highly Urban/ Urban;0;mars;dev_premium;[300-450]
715;F;[65-75];[125-150];non;non;Van;1;non;Private;Highly Urban/ Urban;0;janvier;dev_express;< 300
716;M;> 75;< 25;oui;oui;Sports Car;1;non;Commercial;Highly Urban/ Urban;2;février;dev_integral;[300-450]
717;M;< 15;[75-100];non;non;Pickup;17;non;Private;Highly Urban/ Urban;0;janvier;dev_premium;[300-450]
718;M;[15-25];[50-75];non;non;Panel Truck;9;non;Commercial;Highly Urban/ Urban;0;février;dev_integral;[300-450]
719;F;[15-25];[75-100];oui;non;z_SUV;15;non;Private;Highly Urban/ Urban;0;mars;dev_integral;[300-450]
720;M;[25-35];[100-125];non;non;Sports Car;11;non;Private;Highly Urban/ Urban;0;avril;dev_integral;< 300
721;M;[55-65];< 25;non;non;z_SUV;9;non;Private;z_Highly Rural/ Rural;0;mars;dev_express;< 300
722;M;[65-75];< 25;oui;non;z_SUV;5;non;Private;Highly Urban/ Urban;0;mai;dev_express;< 300
723;M;[45-55];< 25;oui;non;Minivan;1;oui;Private;Highly Urban/ Urban;2;mars;dev_express;< 300
724;M;[55-65];< 25;oui;non;Minivan;11;oui;Private;Highly Urban/ Urban;2;février;dev_express;< 300
725;F;[15-25];[50-75];non;non;Van;11;non;Commercial;Highly Urban/ Urban;8;avril;dev_integral;[300-450]
726;M;> 75;< 25;non;non;Van;9;non;Private;Highly Urban/ Urban;0;mai;dev_integral;< 300
727;M;< 15;[75-100];oui;oui;z_SUV;6;non;Commercial;Highly Urban/ Urban;4;avril;dev_express;< 300
728;F;< 15;[50-75];non;non;Pickup;17;non;Commercial;Highly Urban/ Urban;0;février;dev_express;< 300
729;F;[25-35];[50-75];non;non;Sports Car;9;non;Commercial;Highly Urban/ Urban;3;avril;dev_integral;[300-450]
730;M;[65-75];[25-50];oui;non;Pickup;3;non;Commercial;z_Highly Rural/ Rural;0;avril;dev_integral;[300-450]
731;M;[65-75];< 25;oui;non;Minivan;7;oui;Private;Highly Urban/ Urban;4;mars;dev_integral;[300-450]
732;M;[35-45];[50-75];non;non;z_SUV;14;non;Private;Highly Urban/ Urban;4;février;dev_integral;< 300
733;F;[55-65];[25-50];oui;non;Minivan;;non;Private;Highly Urban/ Urban;0;mars;dev_premium;[300-450]
734;F;[35-45];[100-125];non;non;Van;10;non;Commercial;Highly Urban/ Urban;3;avril;dev_integral;[300-450]
735;M;[15-25];< 25;non;non;Minivan;1;oui;Private;Highly Urban/ Urban;1;mars;dev_integral;< 300
736;M;[15-25];[50-75];non;non;Sports Car;1;non;Commercial;Highly Urban/ Urban;0;janvier;dev_integral;< 300
737;F;< 15;< 25;oui;non;z_SUV;1;non;Private;z_Highly Rural/ Rural;6;février;dev_express;< 300
738;M;[55-65];[75-100];oui;oui;Minivan;6;oui;Commercial;Highly Urban/ Urban;0;avril;dev_integral;[300-450]
739;F;[65-75];[50-75];non;non;Panel Truck;1;oui;Commercial;Highly Urban/ Urban;4;avril;dev_express;< 300
740;M;[15-25];[25-50];non;non;z_SUV;1;non;Private;Highly Urban/ Urban;0;janvier;dev_premium;[300-450]
741;F;[55-65];[125-150];oui;non;z_SUV;14;non;Private;Highly Urban/ Urban;3;mai;dev_integral;< 300
742;M;[15-25];[75-100];non;non;Van;9;oui;Private;Highly Urban/ Urban;2;mai;dev_premium;[450-600]
743;M;[65-75];< 25;oui;non;z_SUV;1;non;Private;z_Highly Rural/ Rural;0;mars;dev_integral;[300-450]
744;M;[55-65];[50-75];oui;oui;Van;10;non;Private;Highly Urban/ Urban;3;février;dev_integral;[300-450]
745;M;[65-75];[75-100];oui;non;Minivan;9;non;Commercial;z_Highly Rural/ Rural;3;mars;dev_express;< 300
746;M;[45-55];[25-50];non;non;Minivan;1;oui;Private;z_Highly Rural/ Rural;0;janvier;dev_integral;[300-450]
747;M;[55-65];[50-75];non;non;Minivan;8;oui;Commercial;Highly Urban/ Urban;0;mars;dev_express;< 300
748;M;[65-75];< 25;oui;non;z_SUV;12;non;Commercial;z_Highly Rural/ Rural;0;avril;dev_integral;[300-450]
749;M;[65-75];[100-125];oui;non;Minivan;14;non;Private;Highly Urban/ Urban;1;mai;dev_express;< 300
750;F;[65-75];[75-100];non;non;z_SUV;5;non;Private;Highly Urban/ Urban;5;mars;dev_express;< 300
751;M;[25-35];[100-125];non;non;z_SUV;8;non;Commercial;Highly Urban/ Urban;0;mars;dev_integral;[300-450]
752;M;< 15;< 25;oui;oui;Pickup;9;non;Commercial;Highly Urban/ Urban;3;mai;dev_integral;[300-450]
753;M;[65-75];[25-50];non;non;z_SUV;3;non;Private;Highly Urban/ Urban;4;avril;dev_express;< 300
754;F;[25-35];[50-75];non;non;Minivan;20;oui;Private;Highly Urban/ Urban;0;mars;dev_express;< 300
755;M;[55-65];> 150;non;non;Panel Truck;9;oui;Commercial;Highly Urban/ Urban;1;mars;dev_integral;< 300
756;M;[35-45];[25-50];non;non;Pickup;6;non;Private;Highly Urban/ Urban;2;janvier;dev_integral;[300-450]
757;F;[45-55];[25-50];oui;non;Pickup;1;non;Commercial;Highly Urban/ Urban;7;avril;dev_express;< 300
758;M;[55-65];< 25;non;non;Sports Car;8;non;Private;Highly Urban/ Urban;1;avril;dev_premium;[300-450]
759;F;[25-35];[50-75];non;non;Sports Car;10;oui;Private;Highly Urban/ Urban;1;janvier;dev_integral;[300-450]
760;M;[15-25];[100-125];oui;non;Minivan;16;non;Private;Highly Urban/ Urban;2;janvier;dev_integral;< 300
761;F;[35-45];[100-125];non;non;z_SUV;11;non;Private;Highly Urban/ Urban;2;mars;dev_integral;[300-450]
762;F;[45-55];[75-100];non;non;z_SUV;17;oui;Private;Highly Urban/ Urban;0;mai;dev_integral;[300-450]
763;M;< 15;< 25;oui;oui;Pickup;1;oui;Commercial;Highly Urban/ Urban;2;avril;dev_express;< 300
764;F;[45-55];[25-50];non;non;Minivan;8;oui;Private;Highly Urban/ Urban;0;mai;dev_premium;[300-450]
765;M;< 15;[75-100];oui;non;Pickup;10;oui;Commercial;Highly Urban/ Urban;0;janvier;dev_integral;[300-450]
766;M;> 75;[75-100];non;non;z_SUV;15;non;Private;Highly Urban/ Urban;2;février;dev_express;< 300
767;F;[25-35];[125-150];non;non;Pickup;10;non;Private;Highly Urban/ Urban;2;janvier;dev_integral;[300-450]
768;M;[65-75];< 25;oui;oui;Sports Car;1;non;Private;Highly Urban/ Urban;0;janvier;dev_integral;[300-450]
769;F;[55-65];< 25;oui;non;Pickup;7;non;Commercial;z_Highly Rural/ Rural;1;février;dev_integral;[300-450]
770;M;[45-55];[75-100];non;non;Minivan;14;oui;Private;Highly Urban/ Urban;2;avril;dev_integral;[300-450]
771;M;[15-25];[75-100];non;non;z_SUV;5;non;Private;Highly Urban/ Urban;4;mai;dev_integral;[300-450]
772;M;[35-45];[50-75];non;non;Minivan;1;oui;Commercial;Highly Urban/ Urban;1;mai;dev_integral;[300-450]
773;F;[45-55];[50-75];non;non;Minivan;9;oui;Private;Highly Urban/ Urban;0;mars;dev_integral;< 300
774;M;[65-75];[50-75];non;non;Pickup;16;non;Commercial;Highly Urban/ Urban;3;janvier;dev_express;< 300
775;M;[25-35];[50-75];non;non;Van;9;oui;Commercial;Highly Urban/ Urban;2;avril;dev_integral;< 300
776;M;[65-75];[25-50];non;non;z_SUV;16;non;Private;Highly Urban/ Urban;2;janvier;dev_integral;[300-450]
777;M;[55-65];[50-75];non;non;Pickup;19;non;Commercial;Highly Urban/ Urban;0;mai;dev_integral;< 300
778;M;[65-75];[50-75];non;non;Pickup;4;non;Commercial;Highly Urban/ Urban;4;février;dev_integral;[300-450]
779;F;[25-35];[75-100];non;non;Panel Truck;17;non;Commercial;Highly Urban/ Urban;0;février;dev_integral;[300-450]
780;M;[65-75];< 25;oui;non;Panel Truck;12;non;Commercial;Highly Urban/ Urban;0;mai;dev_express;< 300
781;F;[35-45];[100-125];oui;non;z_SUV;1;non;Commercial;z_Highly Rural/ Rural;1;janvier;dev_integral;< 300
782;M;[55-65];[50-75];non;non;Minivan;16;non;Private;z_Highly Rural/ Rural;1;janvier;dev_premium;[450-600]
783;F;< 15;[75-100];oui;oui;z_SUV;22;non;Private;Highly Urban/ Urban;3;janvier;dev_integral;< 300
784;M;[45-55];> 150;non;non;Minivan;12;oui;Private;Highly Urban/ Urban;2;avril;dev_integral;< 300
785;M;[45-55];> 150;non;non;Minivan;15;non;Private;Highly Urban/ Urban;1;janvier;dev_premium;[300-450]
786;M;[55-65];< 25;non;non;Pickup;11;non;Commercial;Highly Urban/ Urban;1;janvier;dev_integral;[300-450]
787;F;[55-65];[50-75];non;non;Minivan;1;non;Commercial;z_Highly Rural/ Rural;0;avril;dev_premium;[300-450]
788;M;[55-65];[75-100];non;non;Pickup;15;oui;Private;Highly Urban/ Urban;3;mars;dev_integral;< 300
789;M;> 75;[50-75];non;non;Panel Truck;16;oui;Commercial;Highly Urban/ Urban;0;avril;dev_express;< 300
790;F;> 75;[50-75];non;non;Minivan;1;oui;Private;Highly Urban/ Urban;1;mars;dev_integral;[300-450]
791;F;> 75;< 25;oui;non;z_SUV;1;non;Private;Highly Urban/ Urban;4;mars;dev_integral;[300-450]
792;M;[65-75];[50-75];non;non;Pickup;17;non;Commercial;Highly Urban/ Urban;1;mars;dev_integral;< 300
793;M;> 75;[25-50];oui;non;Van;13;oui;Commercial;Highly Urban/ Urban;0;janvier;dev_integral;[300-450]
794;M;[55-65];< 25;non;non;z_SUV;7;non;Commercial;Highly Urban/ Urban;1;février;dev_express;< 300
795;F;[65-75];< 25;oui;oui;z_SUV;10;non;Private;Highly Urban/ Urban;0;février;dev_premium;[450-600]
796;M;[65-75];[75-100];non;non;Sports Car;1;non;Commercial;Highly Urban/ Urban;0;mars;dev_express;< 300
797;M;[55-65];[50-75];non;non;Minivan;12;oui;Private;Highly Urban/ Urban;0;janvier;dev_express;< 300
798;F;[35-45];< 25;non;non;z_SUV;9;non;Private;Highly Urban/ Urban;0;avril;dev_integral;[300-450]
799;F;[55-65];[125-150];oui;non;Minivan;10;non;Private;Highly Urban/ Urban;0;avril;dev_integral;< 300
800;M;> 75;[75-100];non;non;Pickup;13;non;Private;Highly Urban/ Urban;0;mars;dev_integral;[300-450]
801;F;> 75;[25-50];non;non;Minivan;9;oui;Private;z_Highly Rural/ Rural;0;janvier;dev_express;< 300
802;F;[55-65];< 25;oui;non;Minivan;1;oui;Private;Highly Urban/ Urban;0;février;dev_integral;[300-450]
803;M;[55-65];< 25;oui;non;Sports Car;8;non;Commercial;Highly Urban/ Urban;7;mai;dev_integral;< 300
804;F;[25-35];< 25;non;non;Van;1;non;Private;Highly Urban/ Urban;4;mars;dev_express;< 300
805;F;< 15;< 25;non;non;Pickup;1;non;Private;Highly Urban/ Urban;1;mars;dev_integral;[300-450]
806;M;< 15;< 25;oui;non;z_SUV;10;non;Commercial;Highly Urban/ Urban;0;février;dev_premium;[450-600]
807;F;[65-75];< 25;non;non;z_SUV;16;non;Private;Highly Urban/ Urban;0;janvier;dev_integral;[300-450]
808;M;[55-65];[25-50];non;non;Panel Truck;11;oui;Commercial;Highly Urban/ Urban;6;mai;dev_express;< 300
809;M;[65-75];> 150;oui;non;z_SUV;18;non;Private;Highly Urban/ Urban;2;avril;dev_express;< 300
810;M;[65-75];< 25;oui;non;z_SUV;5;non;Commercial;z_Highly Rural/ Rural;2;janvier;dev_integral;[300-450]
811;M;[45-55];[50-75];non;non;Panel Truck;1;oui;Commercial;Highly Urban/ Urban;0;mai;dev_integral;[300-450]
812;F;[45-55];[50-75];non;non;Panel Truck;15;oui;Commercial;Highly Urban/ Urban;0;mars;dev_express;< 300
813;F;> 75;[25-50];oui;non;Minivan;3;non;Private;Highly Urban/ Urban;1;mars;dev_integral;[300-450]
814;M;[55-65];< 25;oui;non;Pickup;7;oui;Private;Highly Urban/ Urban;0;mars;dev_integral;[300-450]
815;M;[65-75];[50-75];oui;non;z_SUV;5;non;Private;z_Highly Rural/ Rural;4;janvier;dev_express;< 300
816;F;[55-65];[50-75];non;non;Minivan;22;oui;Private;Highly Urban/ Urban;0;avril;dev_integral;[300-450]
817;M;[25-35];[75-100];non;non;Pickup;21;non;Commercial;Highly Urban/ Urban;1;mars;dev_premium;[300-450]
818;M;< 15;[75-100];oui;oui;Van;14;oui;Commercial;Highly Urban/ Urban;0;avril;dev_premium;[300-450]
819;F;[55-65];[25-50];oui;oui;Pickup;1;non;Private;Highly Urban/ Urban;5;février;dev_integral;< 300
820;M;> 75;< 25;oui;non;Minivan;10;oui;Commercial;Highly Urban/ Urban;6;avril;dev_integral;[300-450]
821;F;[65-75];[75-100];non;non;Van;11;non;Private;Highly Urban/ Urban;4;mars;dev_express;< 300
822;F;[65-75];[25-50];oui;non;z_SUV;1;non;Private;Highly Urban/ Urban;3;janvier;dev_express;< 300
823;F;[15-25];< 25;oui;non;z_SUV;7;non;Commercial;Highly Urban/ Urban;1;janvier;dev_express;< 300
824;M;[65-75];[125-150];oui;non;Minivan;15;non;Private;Highly Urban/ Urban;8;janvier;dev_integral;[300-450]
825;M;> 75;< 25;oui;non;z_SUV;1;non;Commercial;Highly Urban/ Urban;9;avril;dev_integral;[300-450]
826;M;[65-75];[100-125];non;non;z_SUV;17;non;Private;Highly Urban/ Urban;0;mars;dev_express;< 300
827;F;[55-65];> 150;non;non;Van;8;non;Commercial;Highly Urban/ Urban;4;janvier;dev_premium;[300-450]
828;F;< 15;< 25;non;non;Minivan;15;non;Private;Highly Urban/ Urban;3;février;dev_express;< 300
829;F;[55-65];[75-100];non;non;Minivan;1;non;Private;Highly Urban/ Urban;0;mars;dev_integral;[300-450]
830;M;[55-65];[25-50];non;non;Van;10;oui;Commercial;Highly Urban/ Urban;0;avril;dev_express;< 300
831;F;[15-25];[25-50];non;non;Minivan;1;oui;Private;Highly Urban/ Urban;1;février;dev_integral;< 300
832;M;> 75;[50-75];oui;oui;z_SUV;7;non;Private;Highly Urban/ Urban;2;avril;dev_integral;< 300
833;F;[35-45];[25-50];non;non;Pickup;;non;Commercial;z_Highly Rural/ Rural;3;mai;dev_express;< 300
834;F;[15-25];< 25;non;non;z_SUV;1;non;Private;z_Highly Rural/ Rural;0;janvier;dev_integral;[300-450]
835;M;[35-45];< 25;non;non;z_SUV;7;non;Private;Highly Urban/ Urban;3;mai;dev_express;< 300
836;M;[15-25];< 25;non;non;z_SUV;1;non;Private;Highly Urban/ Urban;4;mai;dev_premium;[300-450]
837;F;[55-65];[75-100];non;non;Van;17;oui;Commercial;Highly Urban/ Urban;4;avril;dev_express;< 300
838;M;[65-75];[75-100];non;non;z_SUV;18;non;Private;Highly Urban/ Urban;7;janvier;dev_integral;< 300
839;M;[15-25];> 150;non;non;Pickup;9;non;Private;Highly Urban/ Urban;0;février;dev_premium;[450-600]
840;F;[55-65];[50-75];non;non;Van;1;oui;Commercial;Highly Urban/ Urban;4;mai;dev_premium;[300-450]
841;F;[45-55];< 25;oui;oui;z_SUV;1;non;Private;Highly Urban/ Urban;0;mars;dev_vip;> 600
842;F;< 15;[75-100];non;non;Panel Truck;10;oui;Commercial;Highly Urban/ Urban;0;avril;dev_express;< 300
843;M;[15-25];< 25;non;non;Minivan;4;non;Private;z_Highly Rural/ Rural;4;mai;dev_integral;[300-450]
844;F;> 75;< 25;oui;non;Panel Truck;6;oui;Commercial;Highly Urban/ Urban;4;mai;dev_integral;< 300
845;F;[25-35];[100-125];oui;oui;Pickup;7;non;Commercial;z_Highly Rural/ Rural;0;mars;dev_integral;< 300
846;F;[35-45];> 150;non;non;Panel Truck;12;oui;Commercial;Highly Urban/ Urban;1;mai;dev_integral;[300-450]
847;M;[55-65];[25-50];non;non;Van;6;non;Private;Highly Urban/ Urban;0;mai;dev_express;< 300
848;F;> 75;[125-150];oui;non;z_SUV;13;non;Private;Highly Urban/ Urban;0;mai;dev_premium;[450-600]
849;M;[55-65];[25-50];non;non;Pickup;10;non;Commercial;Highly Urban/ Urban;2;avril;dev_premium;[300-450]
850;F;[25-35];[25-50];non;non;z_SUV;13;non;Private;Highly Urban/ Urban;6;mars;dev_premium;[450-600]
851;F;[35-45];> 150;non;non;Minivan;17;non;Private;Highly Urban/ Urban;0;avril;dev_integral;[300-450]
852;F;[65-75];[125-150];non;non;Pickup;9;non;Commercial;Highly Urban/ Urban;0;janvier;dev_premium;[300-450]
853;F;[15-25];< 25;non;non;z_SUV;9;non;Commercial;Highly Urban/ Urban;4;mars;dev_vip;> 600
854;M;> 75;[50-75];non;non;Sports Car;12;non;Private;Highly Urban/ Urban;3;janvier;dev_express;< 300
855;F;> 75;< 25;oui;non;Sports Car;6;non;Private;Highly Urban/ Urban;0;avril;dev_integral;< 300
856;F;> 75;[25-50];non;non;z_SUV;;non;Private;Highly Urban/ Urban;4;février;dev_premium;[450-600]
857;M;> 75;[50-75];oui;non;Panel Truck;8;oui;Commercial;Highly Urban/ Urban;2;avril;dev_integral;[300-450]
858;M;[35-45];[100-125];oui;oui;z_SUV;6;non;Private;z_Highly Rural/ Rural;4;janvier;dev_premium;[300-450]
859;F;[35-45];> 150;non;non;Panel Truck;12;non;Commercial;Highly Urban/ Urban;5;janvier;dev_express;< 300
860;M;[55-65];[125-150];non;non;Van;13;non;Commercial;Highly Urban/ Urban;4;février;dev_integral;[300-450]
861;F;[55-65];[50-75];non;non;z_SUV;1;non;Private;Highly Urban/ Urban;0;avril;dev_integral;[300-450]
862;F;[55-65];[25-50];non;non;Minivan;15;non;Private;z_Highly Rural/ Rural;5;février;dev_integral;[300-450]
863;M;< 15;< 25;oui;oui;z_SUV;5;non;Private;Highly Urban/ Urban;0;mai;dev_express;< 300
864;M;[35-45];< 25;non;non;Pickup;1;non;Private;Highly Urban/ Urban;2;février;dev_express;< 300
865;F;< 15;> 150;non;non;Minivan;16;oui;Private;Highly Urban/ Urban;1;février;dev_premium;[300-450]
866;M;> 75;[50-75];oui;non;Pickup;9;oui;Private;Highly Urban/ Urban;3;janvier;dev_integral;[300-450]
867;M;[45-55];[50-75];non;non;z_SUV;8;non;Private;Highly Urban/ Urban;0;mai;dev_express;< 300
868;F;[55-65];[75-100];non;non;z_SUV;;non;Private;Highly Urban/ Urban;3;janvier;dev_premium;[450-600]
869;M;[45-55];[50-75];non;non;Van;7;non;Commercial;Highly Urban/ Urban;0;janvier;dev_integral;[300-450]
870;M;> 75;< 25;non;non;Pickup;7;non;Commercial;Highly Urban/ Urban;4;mars;dev_integral;[300-450]
871;F;> 75;[25-50];oui;non;Minivan;10;non;Private;Highly Urban/ Urban;0;mars;dev_integral;[300-450]
872;M;[55-65];< 25;non;non;z_SUV;7;non;Commercial;Highly Urban/ Urban;0;mars;dev_integral;< 300
873;M;[65-75];[75-100];non;non;z_SUV;13;oui;Commercial;Highly Urban/ Urban;0;mai;dev_integral;[300-450]
874;F;< 15;[50-75];non;non;z_SUV;12;non;Commercial;Highly Urban/ Urban;0;février;dev_express;< 300
875;M;> 75;[25-50];non;non;Pickup;9;oui;Commercial;Highly Urban/ Urban;6;avril;dev_premium;[300-450]
876;F;[45-55];[75-100];non;non;Minivan;7;non;Private;Highly Urban/ Urban;1;janvier;dev_integral;[300-450]
877;M;[55-65];[125-150];non;non;Minivan;22;non;Private;Highly Urban/ Urban;7;mars;dev_integral;[300-450]
878;M;[45-55];< 25;non;non;Van;1;oui;Private;Highly Urban/ Urban;3;janvier;dev_integral;[300-450]
879;F;> 75;[50-75];oui;non;Sports Car;;non;Private;Highly Urban/ Urban;0;mai;dev_integral;[300-450]
880;M;> 75;[50-75];non;non;Pickup;1;oui;Commercial;Highly Urban/ Urban;0;mars;dev_express;< 300
881;M;[45-55];[25-50];oui;oui;Sports Car;1;non;Private;z_Highly Rural/ Rural;2;avril;dev_express;< 300
882;M;[45-55];[75-100];non;non;Pickup;9;oui;Private;Highly Urban/ Urban;0;mai;dev_integral;[300-450]
883;M;[55-65];[25-50];non;non;Minivan;10;non;Commercial;Highly Urban/ Urban;0;janvier;dev_express;< 300
884;F;[45-55];[75-100];non;non;Minivan;9;oui;Private;Highly Urban/ Urban;2;mars;dev_express;< 300
885;F;[35-45];[125-150];non;non;Minivan;11;non;Private;z_Highly Rural/ Rural;0;janvier;dev_express;< 300
886;F;[65-75];[50-75];non;non;z_SUV;1;non;Commercial;Highly Urban/ Urban;1;avril;dev_express;< 300
887;F;> 75;< 25;non;non;Pickup;15;non;Commercial;Highly Urban/ Urban;0;avril;dev_express;< 300
888;M;[55-65];< 25;non;non;Pickup;7;non;Commercial;Highly Urban/ Urban;4;février;dev_premium;[450-600]
889;F;[65-75];< 25;non;non;Minivan;1;oui;Private;z_Highly Rural/ Rural;0;février;dev_integral;< 300
890;M;[65-75];< 25;oui;non;Pickup;8;non;Private;z_Highly Rural/ Rural;0;février;dev_express;< 300
891;M;> 75;[75-100];non;non;Pickup;9;non;Private;Highly Urban/ Urban;1;mars;dev_express;< 300
892;F;[35-45];< 25;non;non;z_SUV;7;non;Private;z_Highly Rural/ Rural;2;janvier;dev_express;< 300
893;M;[55-65];[50-75];non;non;Minivan;14;non;Private;Highly Urban/ Urban;2;mai;dev_express;< 300
894;M;[25-35];[25-50];non;non;z_SUV;1;oui;Commercial;Highly Urban/ Urban;0;mars;dev_express;< 300
895;F;> 75;[25-50];non;non;Panel Truck;15;non;Commercial;Highly Urban/ Urban;1;janvier;dev_express;< 300
896;F;[55-65];[100-125];non;non;Minivan;20;non;Private;Highly Urban/ Urban;1;avril;dev_express;< 300
897;F;< 15;[75-100];oui;non;Panel Truck;13;non;Commercial;Highly Urban/ Urban;0;février;dev_premium;[450-600]
898;M;> 75;[25-50];oui;non;Sports Car;9;non;Private;z_Highly Rural/ Rural;4;janvier;dev_integral;[300-450]
899;F;[55-65];[100-125];non;non;Minivan;19;oui;Private;Highly Urban/ Urban;0;mars;dev_integral;[300-450]
900;M;[65-75];< 25;oui;non;Sports Car;13;non;Private;Highly Urban/ Urban;0;mai;dev_premium;[300-450]
901;M;[35-45];< 25;non;non;Sports Car;1;non;Commercial;Highly Urban/ Urban;4;janvier;dev_integral;< 300
902;F;[45-55];< 25;oui;non;Sports Car;0;oui;Private;Highly Urban/ Urban;10;avril;dev_express;< 300
903;F;[25-35];[75-100];non;non;z_SUV;1;non;Private;z_Highly Rural/ Rural;0;mai;dev_express;< 300
904;F;< 15;[25-50];oui;oui;Minivan;10;oui;Commercial;Highly Urban/ Urban;0;avril;dev_integral;< 300
905;M;[25-35];[75-100];non;non;z_SUV;1;non;Private;Highly Urban/ Urban;4;février;dev_express;< 300
906;F;[45-55];[25-50];non;non;Minivan;1;non;Private;z_Highly Rural/ Rural;0;janvier;dev_vip;> 600
907;M;[35-45];[75-100];non;non;Minivan;11;oui;Private;Highly Urban/ Urban;2;mars;dev_express;< 300
908;F;[45-55];< 25;oui;non;Pickup;6;non;Private;Highly Urban/ Urban;0;février;dev_integral;[300-450]
909;M;[25-35];< 25;oui;oui;z_SUV;8;non;Commercial;z_Highly Rural/ Rural;0;février;dev_express;< 300
910;F;[25-35];[100-125];non;non;Van;;oui;Commercial;Highly Urban/ Urban;2;janvier;dev_integral;[300-450]
911;F;[25-35];[50-75];oui;oui;Pickup;11;oui;Private;Highly Urban/ Urban;0;mai;dev_express;< 300
912;M;[65-75];[25-50];oui;non;Pickup;1;non;Commercial;Highly Urban/ Urban;2;février;dev_express;< 300
913;F;[15-25];[50-75];oui;non;Pickup;1;oui;Commercial;Highly Urban/ Urban;0;avril;dev_premium;[450-600]
914;F;[45-55];[50-75];non;non;z_SUV;8;non;Commercial;z_Highly Rural/ Rural;0;mars;dev_integral;[300-450]
915;F;[25-35];[75-100];non;non;Sports Car;17;non;Private;Highly Urban/ Urban;1;mai;dev_express;< 300
916;M;[65-75];< 25;oui;non;z_SUV;8;non;Commercial;Highly Urban/ Urban;3;janvier;dev_express;< 300
917;F;> 75;< 25;non;non;Pickup;1;oui;Commercial;z_Highly Rural/ Rural;2;février;dev_integral;< 300
918;F;[35-45];[100-125];non;non;Sports Car;6;non;Commercial;Highly Urban/ Urban;1;février;dev_integral;[300-450]
919;M;[45-55];[50-75];oui;non;Minivan;9;non;Private;Highly Urban/ Urban;0;janvier;dev_integral;[300-450]
920;F;> 75;[50-75];oui;oui;Sports Car;14;non;Private;Highly Urban/ Urban;4;mai;dev_integral;[300-450]
921;M;[65-75];[50-75];non;non;z_SUV;11;non;Commercial;Highly Urban/ Urban;0;mai;dev_express;< 300
922;M;> 75;[50-75];oui;oui;z_SUV;6;non;Private;Highly Urban/ Urban;0;février;dev_integral;< 300
923;F;[55-65];< 25;oui;oui;Minivan;;oui;Private;Highly Urban/ Urban;0;mai;dev_express;< 300
924;F;[65-75];> 150;oui;non;Panel Truck;7;oui;Commercial;Highly Urban/ Urban;0;février;dev_premium;[300-450]
925;F;[15-25];[25-50];oui;oui;Minivan;6;oui;Private;Highly Urban/ Urban;0;février;dev_express;< 300
926;M;< 15;[50-75];oui;non;z_SUV;1;non;Private;Highly Urban/ Urban;1;mars;dev_premium;[450-600]
927;F;[45-55];< 25;non;non;z_SUV;7;non;Commercial;z_Highly Rural/ Rural;0;mai;dev_express;< 300
928;F;[55-65];< 25;oui;non;Sports Car;4;non;Private;Highly Urban/ Urban;6;mars;dev_integral;[300-450]
929;M;< 15;< 25;oui;non;z_SUV;10;non;Commercial;Highly Urban/ Urban;4;avril;dev_integral;[300-450]
930;M;> 75;[75-100];non;non;Minivan;7;oui;Commercial;Highly Urban/ Urban;11;avril;dev_express;< 300
931;M;[45-55];[25-50];non;non;Van;12;non;Commercial;Highly Urban/ Urban;1;avril;dev_premium;[300-450]
932;M;[45-55];< 25;non;non;Panel Truck;1;non;Commercial;z_Highly Rural/ Rural;0;avril;dev_express;< 300
933;M;< 15;[50-75];non;non;Pickup;10;oui;Commercial;z_Highly Rural/ Rural;2;mars;dev_integral;< 300
934;F;[45-55];[75-100];non;non;Panel Truck;6;oui;Commercial;Highly Urban/ Urban;0;février;dev_integral;< 300
935;F;[65-75];> 150;non;non;Minivan;;non;Private;Highly Urban/ Urban;0;mars;dev_integral;[300-450]
